SalePrice,Id
79856.79,95
63386.594,121
68534.89,130
68534.89,135
93325.89,138
71697.42,142
125045.44,202
150518.62,252
107961.164,274
82401.32,278
103737.54,279
102958.61,336
82401.32,359
107300.195,361
122620.79,363
102141.266,364
103737.54,368
144937.81,369
156575.86,370
99808.78,435
102180.836,439
82401.32,442
82401.32,454
87661.22,459
122586.28,461
110205.516,462
145026.53,464
150021.4,465
110761.74,522
105147.7,526
126938.195,527
132083.83,528
113301.5,529
156629.64,530
144542.44,532
170013.31,533
92433.92,539
115289.1,541
107238.65,546
108042.195,547
137794.56,549
159873.42,550
145967.34,551
148548.31,552
119769.48,553
105136.875,605
110240.016,606
140035.22,608
120695.34,611
132568.45,612
125700.68,614
140514.83,615
179183.42,617
159757.33,618
123231.02,626
105136.875,627
128314.61,631
103737.54,632
110205.516,634
151021.45,636
145421.9,638
156500.42,640
145026.53,641
151546.05,642
139083.08,644
153318.95,647
119769.48,648
148548.31,651
148235.38,652
148221.11,653
156575.86,654
153265.19,655
139667.22,698
145794.27,701
129994.55,707
139667.22,709
148235.38,711
138045.17,713
126938.195,714
154332.12,716
171595.3,717
156562.73,735
178456.8,740
175213.02,741
171541.52,744
171541.52,745
158545.61,783
155364.14,784
117021.35,790
110238.766,791
166689.25,796
160134.78,797
166689.25,798
117021.35,808
119106.484,809
162839.53,810
136567.48,814
185210.28,815
152481.31,816
135130.44,817
146758.77,818
157837.28,819
163378.58,820
144740.25,821
167305.69,822
161789.39,825
188844.58,826
182028.83,827
166689.25,829
179677.55,830
161094.19,831
192344.83,832
197418.34,833
166012.22,834
157837.28,861
150035.4,868
116118.31,869
155051.2,870
170206.25,871
137947.23,872
169309.78,875
160134.78,876
158361.88,877
166689.25,878
132215.58,885
152783.17,887
134758.08,889
142954.28,891
163445.47,892
188454.06,894
161605.66,896
161856.3,897
194775.77,898
188844.58,899
185272.61,900
181975.06,901
162837.88,902
155051.2,918
168281.95,919
166560.05,920
163687.16,923
155051.2,926
153676.23,927
163445.47,928
160134.78,931
164391.73,933
160134.78,934
172620.47,935
160134.78,936
155023.81,937
158674.83,939
164391.73,942
195642.38,943
188844.58,944
194775.77,945
161605.66,946
190228.67,947
172014.53,956
113301.5,957
126585.305,958
116118.31,959
161081.08,961
142954.28,962
170176.39,963
163378.58,964
158545.61,965
127003.52,966
161081.08,967
169870.7,968
183760.98,970
195642.38,972
197418.34,973
160134.78,1000
140689.27,1005
169394,1006
172620.47,1008
163445.47,1011
158361.88,1012
153583.75,1013
183760.98,1015
158361.88,1018
185272.61,1019
166689.25,1021
161210.28,1022
163445.47,1023
163445.47,1024
173487.05,1025
138507.98,1027
166626.92,1028
169309.78,1029
166689.25,1030
166689.25,1031
163378.58,1032
165889.47,1045
141926.8,1048
121474.27,1049
155487.92,1050
166021,1051
134758.08,1052
